0 s: Info: TDLAMBDA: 
   TD(lambda) using parameters:
   lambda = 0
   gamma  = 0.1
   alpha  = 0
   e_min  = 1e-05
0 s: Info: RotationsManager: 
   * FPGA capacity/used: 3/0



0 s: Info: DECODER: Decoder ready.
0 s: Info: RotationsManager: Initializing DLX Pipeline Emulator
   * Module Name:            [Pipeline]
   * Instruction Memory:     [/home/bauer_l/ASIPMeisterProjects/dlx_basis/Applications/Encoder_dynamic/TestData.IM]
   * Branch Trace:           [/home/bauer_l/ASIPMeisterProjects/dlx_basis/Applications/Encoder_dynamic/trace.txt]
   * DLX Operation Types :   [/home/bauer_l/RotationsManager_61_0/DLX/dlxtypes.dlx]
   * DLX Opcode Definitions: [/home/bauer_l/RotationsManager_61_0/DLX/dlxops.dlx]

0 s: Info: RotationsManager: 35049753 taken branches
1344121401 ns: Info: RotationsManager: 
TOTAL: Branches              35049753
       Fetch Stalls:         765164932
       Decode Stalls:        0
       EXE Stage Stalls:     0
       Load/Store Stalls:    68938953
       Write Back Stalls:    0
       Cycles (total):       1344121401
       Instructions fetched: 529579916

1344121401 ns: Info: RotationsManager: Gesamtdauer: -1225.38 Sekunden.
1344121401 ns: Info: RotationsManager: Cleaning up Pipeline

1344121401 ns: Info: MONITOR: 
PREDICTION TABLE
Node       | Backups    | E    | Insns      | Function Type Predictions                                                                                                                                                                                                                                                                                                                                                         |
0x110      |          1 | 0.00 |       0.00 |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |   396.00* |   396.00* |     0.00  | 
0x13e      |        374 | 0.00 |      25.00 | 39600.00* |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  | 
0x14d      |        374 | 0.00 |  718365.00 |     0.00* |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |   350.00* |    46.00* |    46.00* |     0.00  | 
0x15a      |        375 | 0.00 | 1046327.00 |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00* |     0.00* |     0.00* | 12672.00* | 
0x16e      |        374 | 0.00 |  233660.00 |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00* | 


SETTINGS
  + slots:              3
  + time per atom:      100000
  + TD prediction       
    - lambda:           0.00
    - gamma:            0.10
    - alpha:            0.00
    - e_min:            0.00

CYCLE COUNT
  + fastest possible:   715909824
  + slowest possible:   28565749806
  + this run:           1344121402
    - cycles saved (%): 27221628404 (95.29 %)
    - cycles lost (%) : 628211578 (87.75 %)
  + basic ops:          578956470
  + ad-hoc stalls:      163226
    - tot. # specops:   414

EXECUTION COUNT
  + forecast bursts:    1499
  + specop execs:       19738722
    - HW executions:    19266811
    - SW executions:    471911
    - coverage:         97.61 %

ATOM SWAP-IN / SWAP-OUT
  + swap-ins:           2998
  + swap-out:           2995

BRANCH AND BOUND
  + tot. # possible:    89439
  + tot. # checked:     1499
  + checked %:          1.68 %

COUNTS PER 10000 INSTRUCTIONS
cycles	fc bursts	specops	hw	sw	s-in	s-out	possible	checked	adhoc_w	adhoc_t
11535	1	0	0	0	 	 	45	1	0
11531	0	0	0	0	 	 	0	0	0
11533	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11531	0	0	0	0	 	 	0	0	0
11533	0	0	0	0	 	 	0	0	0
11531	0	0	0	0	 	 	0	0	0
11533	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	atom_CollapseAdd 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11531	0	0	0	0	 	 	0	0	0
11533	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11531	0	0	0	0	atom_PackLBytes 	 	0	0	0
11533	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	atom_PackLBytes 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11531	0	0	0	0	 	 	0	0	0
11533	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11533	0	0	0	0	 	 	0	0	0
11531	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11533	0	0	0	0	 	 	0	0	0
11531	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11532	0	0	0	0	 	 	0	0	0
11565	0	2	2	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11798	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11798	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11797	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11798	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11797	0	16	16	0	 	 	0	0	0
11766	0	14	14	0	 	 	0	0	0
11797	0	16	16	0	 	 	0	0	0
11797	0	16	16	0	 	 	0	0	0
11766	0	14	14	0	 	 	0	0	0
11798	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11797	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11798	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11797	0	16	16	0	 	 	0	0	0
11766	0	14	14	0	 	 	0	0	0
11797	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11798	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11798	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11797	0	16	16	0	 	 	0	0	0
11766	0	14	14	0	 	 	0	0	0
11797	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11798	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11797	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11798	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11798	0	16	16	0	 	 	0	0	0
11797	0	16	16	0	 	 	0	0	0
11766	0	14	14	0	 	 	0	0	0
11797	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11798	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11797	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11798	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
11798	0	16	16	0	 	 	0	0	0
11765	0	14	14	0	 	 	0	0	0
